CoastalBlue,Blue,GreenI,Green,Yellow,Red,RedEdge,NIR,Class
447.0,393.0,599.0,701.0,535.0,382.0,1099.0,4482.0,dense_vegetation
409.0,384.0,616.0,678.0,516.0,355.0,1138.0,4485.0,dense_vegetation
458.0,432.0,719.0,780.0,636.0,488.0,1272.0,4211.0,dense_vegetation
381.0,434.0,676.0,791.0,615.0,444.0,1263.0,4475.0,dense_vegetation
457.0,392.0,583.0,693.0,535.0,427.0,1078.0,4377.0,dense_vegetation
409.0,395.0,613.0,660.0,526.0,417.0,1039.0,3955.0,dense_vegetation
460.0,409.0,624.0,747.0,573.0,407.0,1198.0,4241.0,dense_vegetation
458.0,397.0,604.0,673.0,509.0,397.0,1106.0,4165.0,dense_vegetation
426.0,382.0,577.0,677.0,508.0,403.0,1124.0,3867.0,dense_vegetation
468.0,394.0,594.0,690.0,525.0,405.0,1169.0,3960.0,dense_vegetation
430.0,413.0,623.0,706.0,557.0,388.0,1192.0,4119.0,dense_vegetation
441.0,399.0,619.0,703.0,582.0,379.0,1197.0,4053.0,dense_vegetation
386.0,385.0,622.0,728.0,527.0,365.0,1251.0,3885.0,dense_vegetation
427.0,367.0,499.0,620.0,495.0,339.0,1020.0,3539.0,dense_vegetation
391.0,373.0,516.0,609.0,488.0,349.0,950.0,3419.0,dense_vegetation
435.0,380.0,629.0,703.0,572.0,374.0,1060.0,3809.0,dense_vegetation
453.0,374.0,560.0,665.0,474.0,372.0,985.0,4314.0,dense_vegetation
450.0,377.0,571.0,642.0,475.0,354.0,970.0,4278.0,dense_vegetation
479.0,439.0,705.0,787.0,610.0,465.0,1249.0,4252.0,dense_vegetation
437.0,414.0,641.0,718.0,548.0,410.0,1136.0,4358.0,dense_vegetation
454.0,423.0,610.0,690.0,553.0,417.0,1131.0,4296.0,dense_vegetation
438.0,432.0,667.0,716.0,597.0,431.0,1130.0,4324.0,dense_vegetation
451.0,419.0,648.0,756.0,577.0,424.0,1267.0,4657.0,dense_vegetation
425.0,410.0,611.0,690.0,541.0,422.0,1113.0,4243.0,dense_vegetation
